repo,user_id,user_login,contributions,account_created_at,public_repos,followers
BlueWallet/BlueWallet,1894385,jmarrero,1,2012-06-26T14:14:35Z,45,34
BlueWallet/BlueWallet,2123375,lukechilds,1,2012-08-09T12:50:11Z,211,1585
BlueWallet/BlueWallet,53551441,HelloMokuzai,1,2019-08-01T04:51:23Z,18,15
BlueWallet/BlueWallet,44612342,marcosrodriguezturner,1,2018-10-30T14:31:54Z,0,2
BlueWallet/BlueWallet,47428357,iamjackharper,1,2019-02-07T17:37:10Z,9,3
BlueWallet/BlueWallet,12672050,matt-auckland,1,2015-05-30T11:53:48Z,58,52
CodingPirates/forenings_medlemmer,419298,lakridserne,720,2010-09-28T14:44:49Z,42,15
CodingPirates/forenings_medlemmer,58829786,mhewel,306,2019-12-12T21:24:06Z,2,3
CodingPirates/forenings_medlemmer,3492940,nallic,298,2013-02-06T15:43:14Z,14,19
CodingPirates/forenings_medlemmer,3763552,rasmusselsmark,255,2013-03-04T10:38:44Z,40,9
CodingPirates/forenings_medlemmer,3578071,Rotendahl,116,2013-02-12T19:51:18Z,38,42
CodingPirates/forenings_medlemmer,27856297,dependabot-preview[bot],46,2017-04-21T12:03:36Z,0,0
CodingPirates/forenings_medlemmer,49699333,dependabot[bot],41,2019-04-16T22:34:25Z,0,0
CodingPirates/forenings_medlemmer,988263,jenrik,26,2011-08-18T09:25:01Z,81,10
CodingPirates/forenings_medlemmer,74015378,arctixdev,26,2020-11-05T17:32:35Z,49,36
CodingPirates/forenings_medlemmer,12400097,benj5378,22,2015-05-11T19:15:35Z,25,6
CodingPirates/forenings_medlemmer,807156,lronhoj,18,2011-05-24T09:38:06Z,11,1
CodingPirates/forenings_medlemmer,17178122,JondareHM,14,2016-02-11T13:19:08Z,4,0
CodingPirates/forenings_medlemmer,191521,jarl-dk,10,2010-01-28T12:34:13Z,32,19
CodingPirates/forenings_medlemmer,5778301,sunenilausen,8,2013-10-25T22:51:34Z,57,19
CodingPirates/forenings_medlemmer,11410667,rasmus-unity,4,2015-03-10T16:15:53Z,16,4
CodingPirates/forenings_medlemmer,31068308,JakobLibak,3,2017-08-16T12:15:40Z,9,1
CodingPirates/forenings_medlemmer,3142055,falle1234,3,2012-12-28T13:38:49Z,11,0
CodingPirates/forenings_medlemmer,55204,dybber,1,2009-02-17T11:09:39Z,34,66
CodingPirates/forenings_medlemmer,830016,sulfo,1,2011-06-04T21:50:54Z,53,18
CodingPirates/forenings_medlemmer,99079698,jakoblibakcp,1,2022-02-05T12:55:22Z,1,0
CodingPirates/forenings_medlemmer,170124950,rvpsolution,1,2024-05-17T16:47:38Z,0,0
CodingPirates/forenings_medlemmer,41810448,stickler-ci[bot],1,2018-07-28T02:13:46Z,0,0
CodingPirates/forenings_medlemmer,36662540,thejomas,1,2018-02-20T10:49:17Z,7,2
rust-lang/rust,3372342,bors,45561,2013-01-24T17:30:18Z,0,513
rust-lang/rust,476013,matthiaskrgr,11045,2010-11-10T16:37:28Z,104,299
rust-lang/rust,330628,RalfJung,8455,2010-07-13T10:12:25Z,182,1007
rust-lang/rust,3050060,GuillaumeGomez,6875,2012-12-15T14:08:11Z,263,1464
rust-lang/rust,332036,oli-obk,5793,2010-07-14T15:24:27Z,238,687
rust-lang/rust,1711539,matklad,5546,2012-05-06T22:03:43Z,496,5380
rust-lang/rust,147214,brson,5512,2009-10-31T20:08:15Z,411,2433
rust-lang/rust,64996,alexcrichton,5149,2009-03-19T19:31:50Z,457,5220
rust-lang/rust,17426603,bjorn3,4670,2016-02-23T09:23:46Z,139,595
rust-lang/rust,155238,nikomatsakis,4345,2009-11-19T07:01:48Z,260,4064
rust-lang/rust,855702,Centril,4229,2011-06-17T05:33:00Z,126,0
rust-lang/rust,3674314,compiler-errors,4155,2013-02-22T23:34:13Z,60,534
rust-lang/rust,1617736,Manishearth,3738,2012-04-06T05:41:40Z,407,2171
rust-lang/rust,99973273,Dylan-DPC,3466,2022-02-18T13:44:26Z,101,136
rust-lang/rust,3757771,Veykril,3428,2013-03-03T19:14:36Z,115,400
rust-lang/rust,25030997,JohnTitor,3321,2017-01-10T11:29:51Z,250,1401
rust-lang/rust,1940286,nnethercote,3099,2012-07-09T02:32:15Z,69,725
rust-lang/rust,157897,pcwalton,2829,2009-11-25T04:40:05Z,191,1553
rust-lang/rust,1606434,estebank,2688,2012-04-02T23:20:29Z,51,580
rust-lang/rust,14097,graydon,2233,2008-06-17T21:32:10Z,591,6837
rust-lang/rust,1822483,cjgillot,2205,2012-06-06T09:57:01Z,18,61
rust-lang/rust,762626,nrc,2195,2011-05-02T01:04:30Z,163,1555
rust-lang/rust,5751617,petrochenkov,2039,2013-10-22T23:27:49Z,32,211
rust-lang/rust,77424,eddyb,1897,2009-04-24T14:22:07Z,108,668
rust-lang/rust,103023,kennytm,1840,2009-07-08T19:38:04Z,135,863
rust-lang/rust,27786,steveklabnik,1796,2008-10-06T17:40:28Z,835,6962
rust-lang/rust,5047365,Mark-Simulacrum,1788,2013-07-19T13:25:53Z,153,379
rust-lang/rust,9744647,flip1995,1699,2014-11-14T13:11:17Z,78,160
rust-lang/rust,21980157,topecongiro,1615,2016-09-04T03:50:32Z,197,84
rust-lang/rust,427212,catamorphism,1523,2010-10-04T22:32:16Z,42,96
rust-lang/rust,29864074,lcnr,1441,2017-07-03T13:05:44Z,111,433
rust-lang/rust,23638587,jyn514,1354,2016-11-21T16:25:48Z,216,604
rust-lang/rust,46493976,workingjubilee,1321,2019-01-08T15:53:47Z,257,246
rust-lang/rust,173127,pnkfelix,1314,2009-12-28T17:07:09Z,263,511
rust-lang/rust,783247,m-ou-se,1310,2011-05-12T07:32:26Z,104,3303
rust-lang/rust,308347,lnicola,1259,2010-06-18T06:09:29Z,191,170
rust-lang/rust,1593513,notriddle,1199,2012-03-31T15:59:29Z,254,79
rust-lang/rust,1825894,michaelwoerister,1176,2012-06-07T07:02:41Z,65,155
rust-lang/rust,416575,frewsxcv,1135,2010-09-26T17:09:42Z,679,539
rust-lang/rust,3943692,varkor,1091,2013-03-22T17:55:28Z,61,538
rust-lang/rust,2299951,pietroalbini,1086,2012-09-07T14:03:06Z,60,575
rust-lang/rust,144427,marijnh,1007,2009-10-25T14:34:39Z,47,6726
rust-lang/rust,52642,spastorino,980,2009-02-07T20:41:20Z,108,1087
rust-lang/rust,20290842,Zalathar,933,2016-07-05T01:37:40Z,11,19
rust-lang/rust,39484203,jieyouxu,924,2018-05-21T09:55:59Z,67,144
rust-lang/rust,43198,ehuss,899,2008-12-29T20:01:15Z,172,229
rust-lang/rust,38225716,WaffleLapkin,883,2018-04-09T18:33:49Z,97,323
rust-lang/rust,906069,flodiebold,871,2011-07-10T14:04:49Z,47,94
rust-lang/rust,37223377,camelid,839,2018-03-09T18:06:59Z,66,83
rust-lang/rust,8652869,jseyfried,813,2014-09-04T07:52:25Z,14,49
rust-lang/rust,1203825,huonw,809,2011-11-18T07:01:06Z,323,722
rust-lang/rust,25784,Zoxc,793,2008-09-22T19:25:35Z,105,121
rust-lang/rust,1408859,Aaron1011,791,2012-02-04T22:25:06Z,492,469
rust-lang/rust,36186,cuviper,783,2008-11-23T18:56:49Z,272,634
rust-lang/rust,1505226,thestinger,780,2012-03-06T01:55:09Z,9,0
rust-lang/rust,1295100,davidtwco,764,2011-12-30T14:26:55Z,53,337
rust-lang/rust,29463364,ecstatic-morse,764,2017-06-15T17:37:09Z,64,39
rust-lang/rust,8827840,mark-i-m,746,2014-09-19T02:41:16Z,93,217
rust-lang/rust,84711,erickt,741,2009-05-14T22:03:24Z,248,269
rust-lang/rust,4200835,llogiq,704,2013-04-19T11:28:17Z,219,696
rust-lang/rust,1940490,dtolnay,694,2012-07-09T03:55:40Z,114,8433
rust-lang/rust,6783654,Nadrieril,687,2014-02-25T15:02:25Z,83,79
rust-lang/rust,2042399,phansch,681,2012-07-25T19:36:09Z,123,138
rust-lang/rust,14913065,fmease,678,2015-09-30T19:07:04Z,23,46
rust-lang/rust,51362316,tmiasko,677,2019-06-04T09:09:29Z,7,0
rust-lang/rust,20113453,matthewjasper,672,2016-06-23T16:12:40Z,20,46
rust-lang/rust,584972,antoyo,661,2011-01-26T17:19:21Z,138,419
rust-lang/rust,3751788,mcarton,660,2013-03-02T22:45:51Z,68,104
rust-lang/rust,18526288,scottmcm,654,2016-04-18T07:58:46Z,37,0
rust-lang/rust,588486,tshepang,639,2011-01-28T15:00:39Z,243,157
rust-lang/rust,2280544,tmandry,638,2012-09-04T21:13:03Z,109,353
rust-lang/rust,105766,eholk,623,2009-07-16T21:45:09Z,94,387
rust-lang/rust,4539057,Kobzol,597,2013-05-27T10:14:24Z,223,793
rust-lang/rust,39852038,onur-ozkan,589,2018-06-02T08:12:42Z,52,137
rust-lang/rust,43851243,fee1-dead,586,2018-10-04T12:52:56Z,97,167
rust-lang/rust,26806,solson,576,2008-09-29T22:05:51Z,79,219
rust-lang/rust,7761774,Jarcho,573,2014-06-01T17:23:38Z,24,16
rust-lang/rust,4325700,kjeremy,571,2013-05-02T21:15:25Z,63,34
rust-lang/rust,48135649,Noratrieb,559,2019-03-01T18:44:47Z,173,159
rust-lang/rust,11014119,edwin0cheng,532,2015-02-15T07:37:24Z,67,69
rust-lang/rust,247183,lqd,526,2010-04-19T10:12:09Z,85,152
rust-lang/rust,3616612,Urgau,526,2013-02-17T09:31:18Z,47,29
rust-lang/rust,563826,calebzulawski,505,2011-01-14T00:56:17Z,93,88
rust-lang/rust,8872119,est31,495,2014-09-23T07:15:09Z,212,205
rust-lang/rust,3161395,jhpratt,494,2013-01-01T00:56:51Z,23,223
rust-lang/rust,12105168,saethlin,486,2015-04-24T21:06:45Z,232,98
rust-lang/rust,15225902,tesuji,483,2015-10-21T05:42:17Z,225,34
rust-lang/rust,13724985,tgross35,460,2015-08-10T04:08:12Z,143,44
rust-lang/rust,3209739,bluss,448,2013-01-07T21:03:35Z,148,591
rust-lang/rust,831192,wesleywiser,443,2011-06-05T18:35:47Z,47,230
rust-lang/rust,4459874,ChrisDenton,436,2013-05-17T19:09:21Z,63,50
rust-lang/rust,340349,msullivan,432,2010-07-22T02:16:02Z,51,231
rust-lang/rust,1065730,the8472,425,2011-09-20T17:43:05Z,44,104
rust-lang/rust,2690773,SomeoneToIgnore,423,2012-10-31T11:41:43Z,3,173
rust-lang/rust,278509,Amanieu,421,2010-05-16T16:41:16Z,100,779
rust-lang/rust,5565418,camsteffen,417,2013-09-28T17:36:46Z,79,25
rust-lang/rust,679122,nagisa,401,2011-03-19T20:34:26Z,122,351
rust-lang/rust,31162821,jackh726,396,2017-08-19T15:14:37Z,22,123
rust-lang/rust,1455697,sfackler,396,2012-02-21T00:48:31Z,176,927
rust-lang/rust,287063,luqmana,385,2010-05-25T21:06:46Z,72,166
rust-lang/rust,21149742,BoxyUwU,383,2016-08-21T01:21:57Z,54,302
rust-lang/rust,13042488,calebcartwright,375,2015-06-25T02:27:10Z,68,99
rust-lang/rust,41065217,TaKO8Ki,372,2018-07-10T13:52:50Z,212,390
rust-lang/rust,704250,emberian,370,2011-04-01T18:35:53Z,308,332
rust-lang/rust,547158,sophiajt,365,2011-01-04T15:44:31Z,125,1531
rust-lang/rust,17087237,xFrednet,360,2016-02-05T17:12:26Z,40,66
rust-lang/rust,1820515,bblum,356,2012-06-05T19:12:09Z,25,37
rust-lang/rust,30553356,y21,351,2017-07-29T14:55:07Z,61,77
rust-lang/rust,1830331,Alexendoo,351,2012-06-08T11:17:02Z,99,89
rust-lang/rust,1255413,marcusklaas,346,2011-12-11T12:40:43Z,46,63
rust-lang/rust,216080,nikic,338,2010-03-04T21:22:25Z,111,6339
rust-lang/rust,13556931,clubby789,332,2015-07-29T14:25:42Z,94,101
rust-lang/rust,3750347,ljedrz,328,2013-03-02T18:36:08Z,65,147
rust-lang/rust,31802960,pvdrz,320,2017-09-09T16:29:00Z,25,62
rust-lang/rust,230646,chenyukang,318,2010-03-26T01:51:14Z,210,959
rust-lang/rust,38361244,LeSeulArtichaut,314,2018-04-13T18:22:55Z,80,64
rust-lang/rust,45249,sanxiyn,313,2009-01-09T02:56:44Z,62,360
rust-lang/rust,226617,jbclements,312,2010-03-20T04:34:29Z,144,176
rust-lang/rust,4065244,nbdd0121,310,2013-04-05T03:53:10Z,140,235
rust-lang/rust,162737,joshtriplett,301,2009-12-05T09:18:40Z,246,1156
rust-lang/rust,535218,lkuper,291,2010-12-24T03:15:52Z,71,441
rust-lang/rust,1782831,klensy,285,2012-05-27T13:39:12Z,70,26
rust-lang/rust,96022417,Oneirical,270,2021-12-12T19:30:02Z,14,41
rust-lang/rust,6666593,tbu-,269,2014-02-12T22:52:58Z,81,10
rust-lang/rust,709807,aturon,269,2011-04-05T01:59:33Z,74,1112
rust-lang/rust,5217170,QuietMisdreavus,257,2013-08-12T22:33:30Z,85,211
rust-lang/rust,230962,dotdash,256,2010-03-26T14:02:29Z,19,30
rust-lang/rust,1136864,Gankra,255,2011-10-18T21:27:17Z,126,1363
rust-lang/rust,7091080,sinkuu,251,2014-03-28T10:38:18Z,106,16
rust-lang/rust,14314532,weihanglo,244,2015-09-16T14:29:23Z,38,542
rust-lang/rust,24700207,ChayimFriedman2,241,2016-12-21T15:10:41Z,76,17
rust-lang/rust,714,lilyball,239,2008-02-23T22:42:52Z,158,953
rust-lang/rust,45197576,HKalbasi,239,2018-11-20T09:43:13Z,135,87
rust-lang/rust,10408,olsonjeffery,236,2008-05-15T16:42:36Z,62,36
rust-lang/rust,49699333,dependabot[bot],235,2019-04-16T22:34:25Z,0,0
rust-lang/rust,1933999,cixtor,227,2012-07-06T20:35:13Z,69,236
rust-lang/rust,35686186,csmoe,226,2018-01-22T09:36:38Z,46,109
rust-lang/rust,71934879,b-naber,223,2020-09-26T14:32:51Z,4,12
rust-lang/rust,25721079,joboet,223,2017-02-12T11:44:59Z,16,21
rust-lang/rust,24381114,lowr,222,2016-12-05T05:32:34Z,12,1
rust-lang/rust,44656,samueltardieu,211,2009-01-06T20:08:10Z,102,177
rust-lang/rust,1372438,euclio,207,2012-01-23T21:01:27Z,197,75
rust-lang/rust,7189418,ollie27,202,2014-04-05T14:04:44Z,32,29
rust-lang/rust,28781354,aDotInTheVoid,201,2017-05-18T11:55:03Z,167,78
rust-lang/rust,1174646,mati865,200,2011-11-05T16:39:04Z,144,60
rust-lang/rust,695077,brendanzab,196,2011-03-28T13:17:27Z,110,800
rust-lang/rust,7673145,erikdesjardins,195,2014-05-22T20:18:14Z,79,18
rust-lang/rust,3093213,Xanewok,193,2012-12-20T21:44:39Z,113,132
rust-lang/rust,4464295,XAMPPRocky,190,2013-05-18T11:34:54Z,137,689
rust-lang/rust,4503403,sunfishcode,190,2013-05-22T21:05:44Z,220,1295
rust-lang/rust,67036,alexreg,189,2009-03-25T14:34:02Z,148,59
rust-lang/rust,8644784,apasel422,189,2014-09-03T16:55:43Z,10,82
rust-lang/rust,14150873,jakubadamw,189,2015-09-06T16:08:10Z,75,25
rust-lang/rust,43724913,taiki-e,189,2018-09-30T14:12:50Z,256,829
rust-lang/rust,17877264,c410-f3r,188,2016-03-16T11:01:18Z,192,77
rust-lang/rust,13816,flaper87,181,2008-06-15T18:02:04Z,193,203
rust-lang/rust,144359,birkenfeld,181,2009-10-25T09:35:55Z,163,881
rust-lang/rust,1076988,zackmdavis,181,2011-09-24T19:17:34Z,76,142
rust-lang/rust,10174877,ssomers,179,2014-12-13T09:17:58Z,33,4
rust-lang/rust,73757586,blyxyas,179,2020-10-31T19:03:31Z,69,63
rust-lang/rust,1431,paulstansifer,175,2008-02-28T05:12:07Z,31,55
rust-lang/rust,36276403,Veetaha,172,2018-02-08T18:06:28Z,148,81
rust-lang/rust,114838443,Centri3,172,2022-10-01T23:40:57Z,29,24
rust-lang/rust,7951708,poliorcetics,167,2014-06-21T16:49:47Z,69,26
rust-lang/rust,795879,scampi,163,2011-05-18T14:00:53Z,69,25
rust-lang/rust,17700217,roife,163,2016-03-07T09:36:27Z,39,455
rust-lang/rust,5555066,canndrew,158,2013-09-27T04:50:03Z,149,65
rust-lang/rust,1178249,TimNN,156,2011-11-07T15:43:49Z,111,83
rust-lang/rust,115040,Enselic,154,2009-08-13T18:06:14Z,84,89
rust-lang/rust,1535036,tamird,154,2012-03-14T01:31:01Z,26,237
rust-lang/rust,3203809,vadimcn,154,2013-01-07T07:06:08Z,38,144
rust-lang/rust,816908,ebroto,151,2011-05-29T10:45:28Z,21,41
rust-lang/rust,2090772,ijackson,151,2012-08-03T17:01:10Z,54,20
rust-lang/rust,3827298,richkadel,151,2013-03-11T01:09:29Z,35,14
rust-lang/rust,904614,gnzlbg,151,2011-07-09T12:49:56Z,188,335
rust-lang/rust,1673130,Nashenas88,150,2012-04-24T03:34:30Z,98,23
rust-lang/rust,20956650,alibektas,150,2016-08-10T19:49:20Z,3,27
rust-lang/rust,4687791,pickfire,150,2013-06-13T10:38:37Z,242,155
rust-lang/rust,5963049,cramertj,150,2013-11-17T20:41:30Z,91,395
rust-lang/rust,11176562,CDirkx,149,2015-02-24T13:22:16Z,7,2
rust-lang/rust,35515885,smoelius,147,2018-01-17T04:04:32Z,43,60
rust-lang/rust,47007,durka,147,2009-01-16T05:51:27Z,196,68
rust-lang/rust,7675847,JulianKnodt,147,2014-05-23T04:06:25Z,158,120
rust-lang/rust,860665,thomcc,146,2011-06-20T02:14:06Z,279,320
rust-lang/rust,2903206,Kimundi,146,2012-11-27T15:20:18Z,72,144
rust-lang/rust,90461915,ouz-a,146,2021-09-10T13:53:41Z,9,16
rust-lang/rust,444997,kmcallister,146,2010-10-19T05:47:17Z,124,261
rust-lang/rust,1327285,rylev,145,2012-01-13T09:36:58Z,179,1402
rust-lang/rust,977627,bugadani,142,2011-08-13T10:24:45Z,148,97
rust-lang/rust,5992217,CAD97,141,2013-11-20T15:24:40Z,143,164
rust-lang/rust,5018213,japaric,140,2013-07-16T03:15:35Z,119,1509
rust-lang/rust,476418,richo,139,2010-11-10T21:36:57Z,374,365
rust-lang/rust,195060,killerswan,136,2010-02-03T03:38:51Z,47,31
rust-lang/rust,12683889,ThibsG,135,2015-05-31T14:15:10Z,22,17
rust-lang/rust,5196584,aochagavia,135,2013-08-09T10:21:36Z,78,200
rust-lang/rust,254973,jld,134,2010-04-28T00:43:41Z,83,25
rust-lang/rust,17407489,giraffate,130,2016-02-22T12:44:05Z,72,26
rust-lang/rust,36049421,DJMcNab,129,2018-02-01T18:13:23Z,67,63
rust-lang/rust,62505555,vsrs,129,2020-03-22T12:27:58Z,16,8
rust-lang/rust,174509,shepmaster,128,2009-12-31T03:20:20Z,274,1093
rust-lang/rust,1589355,klutzy,123,2012-03-30T04:57:31Z,43,86
rust-lang/rust,5920,mbrubeck,123,2008-04-08T21:04:59Z,344,600
rust-lang/rust,12111581,popzxc,122,2015-04-25T12:28:06Z,39,221
rust-lang/rust,19642016,pierwill,122,2016-05-30T03:52:50Z,98,49
rust-lang/rust,451806,crlf0710,121,2010-10-24T12:21:25Z,146,289
rust-lang/rust,13354275,DropDemBits,121,2015-07-15T18:16:10Z,26,10
rust-lang/rust,51179609,JakobDegen,121,2019-05-29T22:59:09Z,23,40
rust-lang/rust,14816024,oxalica,120,2015-09-24T05:16:58Z,116,455
rust-lang/rust,29028348,ytmimi,120,2017-05-28T22:56:01Z,41,19
rust-lang/rust,181772,divergentdave,118,2010-01-13T22:54:29Z,247,63
rust-lang/rust,1629419,marmeladema,117,2012-04-10T13:22:50Z,57,33
rust-lang/rust,35149715,celinval,116,2018-01-05T19:38:41Z,19,33
rust-lang/rust,71162630,Young-Flash,116,2020-09-12T03:11:25Z,30,82
rust-lang/rust,761151,eduardosm,116,2011-04-30T21:23:39Z,23,16
rust-lang/rust,7741236,jackpot51,115,2014-05-30T00:16:07Z,80,2233
rust-lang/rust,332294,faern,115,2010-07-14T20:15:00Z,124,180
rust-lang/rust,10829914,DianQK,114,2015-02-03T12:15:24Z,84,1194
rust-lang/rust,16052130,FabianWolff,112,2015-11-27T21:20:21Z,21,1
rust-lang/rust,28497461,aliemjay,111,2017-05-07T04:25:28Z,42,34
rust-lang/rust,5719034,bnjjj,111,2013-10-18T14:39:26Z,86,171
rust-lang/rust,4922778,devnexen,110,2013-07-02T16:17:37Z,295,208
rust-lang/rust,123903,froystig,110,2009-09-06T19:02:57Z,6,333
rust-lang/rust,7998310,fasterthanlime,109,2014-06-26T17:10:33Z,482,4274
rust-lang/rust,10542892,ShoyuVanilla,109,2015-01-15T06:22:00Z,51,33
rust-lang/rust,7949978,folkertdev,108,2014-06-21T11:14:21Z,116,133
rust-lang/rust,82285787,GrigorenkoPV,108,2021-04-10T18:40:20Z,29,0
rust-lang/rust,1993852,yaahc,106,2012-07-17T20:08:25Z,143,1798
rust-lang/rust,30187863,bvanjoi,106,2017-07-14T23:04:24Z,43,100
