id,user,body,created_at,toxicity_score,url,status
1283448682,wqreytuk,"Do you know why there is a GFW in China? cause CCP sucks, these SOBs are afraid of their people knowning or telling the truth, all words published on China's social media/platform are reviewed strictly, anything CCP doesn't like will be banned, and on the other side, they claim that there is something called FREE-SPEECH is existed in China, so F*CK them",2022-10-19T05:25:44Z,0.984157919883728,https://github.com/microsoft/vscode/issues/163798#issuecomment-1283448682,Toxic
1283632363,Williamren97,crazy,2022-10-19T08:34:08Z,0.5777804255485535,https://github.com/microsoft/vscode/issues/163798#issuecomment-1283632363,Toxic
1283637722,kooriookami,F**k Baidu,2022-10-19T08:37:12Z,0.9948843121528625,https://github.com/microsoft/vscode/issues/163798#issuecomment-1283637722,Toxic
1283640223,emojiiii,die laughing,2022-10-19T08:39:19Z,0.8647507429122925,https://github.com/microsoft/vscode/issues/163798#issuecomment-1283640223,Toxic
1284821136,Jsonpig,"> Do you know why there is a GFW in China? cause CCP sucks, these SOBs are afraid of their people knowning or telling the truth, all words published on China's social media/platform are reviewed strictly, anything CCP doesn't like will be banned, and on the other side, they claim that there is something called FREE-SPEECH is existed in China, so F*CK them

omg,Do you have any sense in saying that？LOL.",2022-10-20T02:25:06Z,0.854822039604187,https://github.com/microsoft/vscode/issues/163798#issuecomment-1284821136,Toxic
1284825949,gaokun,"If a beginner can not recognize that shit, it would be the first lesson they need to learn.  ^_^",2022-10-20T02:31:24Z,0.8980814814567566,https://github.com/microsoft/vscode/issues/163798#issuecomment-1284825949,Toxic
1284975065,netbuggang,"> That's the most fabulous CHINA, most successful business model. Lots of similar business models on the Chineses Internet. It's a big pity for citizens(oh, we are just _""韭菜""_, never be a true citizens ever ) here. FUCK CCP!

你小子号没了",2022-10-20T05:50:27Z,0.9309003353118896,https://github.com/microsoft/vscode/issues/163798#issuecomment-1284975065,Toxic
1284976295,h7ml,"> That's the most fabulous CHINA, most successful business model. Lots of similar business models on the Chineses Internet. It's a big pity for citizens(oh, we are just _""韭菜""_, never be a true citizens ever ) here. FUCK CCP!

危",2022-10-20T05:51:54Z,0.9556599259376526,https://github.com/microsoft/vscode/issues/163798#issuecomment-1284976295,Toxic
1284978885,Yinboan,"> That's the most fabulous CHINA, most successful business model. Lots of similar business models on the Chineses Internet. It's a big pity for citizens(oh, we are just _""韭菜""_, never be a true citizens ever ) here. FUCK CCP!

危",2022-10-20T05:55:12Z,0.9556599259376526,https://github.com/microsoft/vscode/issues/163798#issuecomment-1284978885,Toxic
1284988692,liguonan888,"> That's the most fabulous CHINA, most successful business model. Lots of similar business models on the Chineses Internet. It's a big pity for citizens(oh, we are just _""韭菜""_, never be a true citizen ever ) here. FUCK CCP.



你是狗? 滚你妈的hi , 
这些东西是某些无良公司的作为,请你不要上升到这个层面. 
小心生孩子没屁眼. 出门被大货车压死",2022-10-20T06:07:00Z,0.8125302195549011,https://github.com/microsoft/vscode/issues/163798#issuecomment-1284988692,Toxic
